004,017,016
011,014,010
016,007,005
001,018,005
010,018,012
001,017,007
011,014,014
001,005,009
009,003,004
020,019,002
008,006,015
017,019,017
006,004,012
014,018,011
008,008,013
019,005,006
012,005,012
001,003,004
000,012,013
010,013,014
002,010,015
000,014,000
015,012,018
015,002,012
006,004,008
012,004,008
009,014,001
017,019,019
008,006,005
019,006,003
012,012,015
019,012,016
015,018,006
003,020,005
016,002,007
002,004,014
016,010,000
017,017,008
015,013,011
007,012,005
010,010,006
012,020,002
000,004,015
013,004,018
001,009,001
005,011,010
005,009,015
006,005,013
012,005,015
005,006,005
006,014,005
005,015,014
005,007,015
006,006,005
005,006,011
006,005,014
006,013,005
005,014,006
005,006,005
014,015,005
