practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,slider.response,slider.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,3.0,12.685897400020622,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
1,0,1,0,,,,,3.0,5.262336400046479,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
2,0,2,0,,,,,2.0,4.328409000008833,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
3,0,3,0,,,,,2.0,6.180051399976946,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
4,0,4,0,,,,,3.0,3.2301540999906138,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
5,0,5,0,,,,,4.0,5.597502599994186,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
6,0,6,0,,,,,4.0,3.447130399988964,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
7,0,7,0,,,,,4.0,3.2807025000220165,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
8,0,8,0,,,,,2.0,4.413898100028746,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
9,0,9,0,,,,,2.0,3.414211899973452,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,0,0,0,0,3.0,8.581234099983703,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,1,0,1,0,3.0,3.2478661999921314,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,2,0,2,0,2.0,10.931630800012499,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,3,0,3,0,4.0,8.881043400033377,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,4,0,4,0,4.0,2.7976568999583833,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,5,0,5,0,4.0,2.214841899985913,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,6,0,6,0,3.0,4.882440000015777,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,7,0,7,0,4.0,5.4812657999573275,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,8,0,8,0,2.0,3.8974063000059687,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,9,0,9,0,4.0,3.7315444000414573,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,10,0,10,0,2.0,2.264329199970234,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,11,0,11,0,4.0,2.764736300043296,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,12,0,12,0,3.0,2.4989087999565527,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,13,0,13,0,4.0,10.347688400011975,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,14,0,14,0,2.0,2.7319412999786437,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,15,0,15,0,2.0,2.431426500028465,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,16,0,16,0,4.0,2.948610099963844,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,17,0,17,0,4.0,2.0484270000015385,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,18,0,18,0,3.0,7.764795100025367,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,19,0,19,0,3.0,3.5482302000164054,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,20,0,20,0,2.0,6.748049699992407,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,21,0,21,0,2.0,2.3979125000187196,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,22,0,22,0,3.0,9.581439099973068,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,23,0,23,0,1.0,6.631344099994749,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,24,0,24,0,2.0,2.5318668999825604,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,25,0,25,0,2.0,5.081678599992301,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,26,0,26,0,1.0,4.782157099980395,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,27,0,27,0,2.0,4.614076600002591,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,28,0,28,0,2.0,4.664248900022358,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,29,0,29,0,1.0,3.5483433000044897,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,30,0,30,0,1.0,4.082020900037605,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,31,0,31,0,2.0,3.5647504000226036,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,32,0,32,0,2.0,4.214717699971516,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,33,0,33,0,2.0,2.6973315000068396,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,34,0,34,0,2.0,2.3489523999742232,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,35,0,35,0,2.0,2.5986730000004172,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,36,0,36,0,2.0,2.4150953000062145,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,37,0,37,0,1.0,2.3152959999861196,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,38,0,38,0,3.0,6.231444799981546,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,39,0,39,0,3.0,3.531246199971065,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,40,0,40,0,2.0,2.6651792000047863,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,41,0,41,0,1.0,2.914746099966578,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,42,0,42,0,4.0,3.3478058999753557,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,43,0,43,0,4.0,2.098442599992268,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,44,0,44,0,1.0,3.5476800000178628,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,45,0,45,0,2.0,0.18384880002122372,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,46,0,46,0,4.0,5.926741099974606,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,47,0,47,0,3.0,3.8984809999819845,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,48,0,48,0,3.0,4.582739699981175,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,49,0,49,0,2.0,2.614167499996256,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,50,0,50,0,1.0,2.5870243999524973,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,51,0,51,0,4.0,2.671553699998185,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,52,0,52,0,3.0,2.8776396000175737,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,53,0,53,0,2.0,2.3635503000114113,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,54,0,54,0,1.0,2.7408850000356324,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,55,0,55,0,2.0,2.627996900002472,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,56,0,56,0,2.0,2.272034799971152,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,57,0,57,0,3.0,3.2591139000141993,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,58,0,58,0,3.0,2.6932397999917157,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
,,,,59,0,59,0,2.0,2.711456499993801,30,001,2019_Nov_21_1723,001,3.0.7,59.99959200665253,
