practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,slider.response,slider.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,2.0,4.5361240999773145,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
1,0,1,0,,,,,3.0,5.945124399964698,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
2,0,2,0,,,,,4.0,7.89714329992421,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
3,0,3,0,,,,,4.0,2.930191000108607,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
4,0,4,0,,,,,2.0,4.330804000026546,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
5,0,5,0,,,,,4.0,3.564022400067188,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
6,0,6,0,,,,,1.0,3.730930400080979,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
7,0,7,0,,,,,4.0,5.864497600006871,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
8,0,8,0,,,,,2.0,4.397755500045605,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
9,0,9,0,,,,,1.0,3.597591199912131,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
,,,,0,0,0,0,1.0,2.92717649997212,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
,,,,1,0,1,0,2.0,4.047980900038965,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
,,,,2,0,2,0,1.0,3.0813129000598565,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
,,,,3,0,3,0,1.0,2.9309145000297576,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
,,,,4,0,4,0,3.0,3.6481483000097796,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
,,,,5,0,5,0,2.0,7.08071510004811,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
,,,,6,0,6,0,1.0,2.7822075999574736,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
,,,,7,0,7,0,4.0,3.031125499983318,37,001,2019_Nov_22_1717,001,3.0.7,60.01161828187628,
