018,014,008
013,019,019
019,017,012
002,012,011
004,012,011
005,012,016
010,011,009
003,006,003
018,018,008
010,014,016
015,017,002
011,015,012
003,009,008
013,013,013
015,002,014
015,018,006
011,008,009
008,014,002
013,014,016
009,005,017
009,002,005
006,018,020
012,016,005
000,015,015
013,019,003
004,013,013
002,012,016
012,006,004
016,014,020
019,011,019
019,012,004
008,004,014
002,015,014
016,020,007
005,003,007
016,010,017
016,007,015
018,016,005
013,009,017
013,018,014
010,013,004
018,006,006
005,013,013
006,012,012
018,020,007
014,010,005
007,011,005
006,006,015
009,008,005
014,005,015
010,005,005
005,008,005
008,015,014
007,006,005
015,006,005
014,014,015
013,009,005
012,012,005
008,009,015
011,011,005
