practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,slider.response,slider.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,1.0,4.127655700081959,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
1,0,1,0,,,,,4.0,3.6964110999833792,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
2,0,2,0,,,,,3.0,3.4147729999385774,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
3,0,3,0,,,,,2.0,3.08140160003677,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
4,0,4,0,,,,,3.0,3.747482599923387,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
5,0,5,0,,,,,2.0,2.6142907000612468,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
6,0,6,0,,,,,3.0,3.2140414000023156,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
7,0,7,0,,,,,4.0,3.780626100022346,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
8,0,8,0,,,,,3.0,2.5311094999779016,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
9,0,9,0,,,,,4.0,5.830873999977484,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
,,,,0,0,0,0,4.0,2.9605907001532614,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
,,,,1,0,1,0,4.0,4.1310660999733955,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
,,,,2,0,2,0,2.0,2.9985646000131965,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
,,,,3,0,3,0,2.0,5.898005499970168,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
,,,,4,0,4,0,2.0,3.381667000008747,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
,,,,5,0,5,0,3.0,3.831426899880171,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
,,,,6,0,6,0,1.0,5.264770299894735,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
,,,,7,0,7,0,3.0,3.315508399857208,39,001,2019_Nov_28_1519,001,3.0.7,60.017849346491126,
